[CSV]host,iter,algo,n,avgDeg,alpha,T,R,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]gluten,1,Embedder,1000000,10,1,0.5,25.7984,6016.64,4313049,8.6261
[CSV]gluten,1,Embedder,2154434,10,1,0.5,27.3335,13682.3,9398205,8.72452
[CSV]gluten,1,Embedder,4641588,10,1,0.5,28.8686,31004.3,20542398,8.85145
[CSV]gluten,1,Embedder,10000000,10,1,0.5,30.4036,69690.7,44533487,8.9067
[CSV]gluten,1,Embedder,21544346,10,1,0.5,31.9387,145798,87590974,8.13123
[CSV]gluten,1,Embedder,10000,100,1,0.5,11.9829,376.453,419470,83.894
[CSV]gluten,1,Embedder,10000,100,1,0.5,11.9829,362.751,402252,80.4504
[CSV]gluten,1,Embedder,21544,100,1,0.5,13.518,816.256,842715,78.232
[CSV]gluten,1,Embedder,46415,100,1,0.5,15.053,2024.93,1979628,85.3012
[CSV]gluten,1,Embedder,100000,100,1,0.5,16.5881,4764.29,4350479,87.0096
[CSV]gluten,1,Embedder,215443,100,1,0.5,18.1232,5607.95,8213653,76.249
[CSV]gluten,1,Embedder,464158,100,1,0.5,19.6582,12468.7,17865137,76.9787
[CSV]gluten,1,Embedder,1000000,100,1,0.5,21.1933,28907.6,39311291,78.6226
[CSV]gluten,1,Embedder,2154434,100,1,0.5,22.7283,65254.4,86882947,80.655
[CSV]gluten,1,Embedder,4641588,100,1,0.5,24.2634,143690,189904296,81.8273
[CSV]gluten,1,Embedder,21544,1000,1,0.5,8.91278,6334.16,8168496,758.308
[CSV]gluten,1,Embedder,46415,1000,1,0.5,10.4478,15220.9,18286999,787.978
[CSV]gluten,1,Embedder,100000,1000,1,0.5,11.9829,36730.4,41283268,825.665
[CSV]gluten,1,Embedder,215443,1000,1,0.5,13.518,85536.2,90808085,842.989
[CSV]gluten,1,Embedder,464158,1000,1,0.5,15.053,198096,197074849,849.171
[CSV]gluten,1,Embedder,10000,10,0.6,0.9,24.5068,657.972,11822,2.3644
[CSV]gluten,1,Embedder,10000,10,0.6,0.9,24.5068,658.064,12473,2.4946
[CSV]gluten,1,Embedder,21544,10,0.6,0.9,26.0419,1275.28,27558,2.5583
[CSV]gluten,1,Embedder,46415,10,0.6,0.9,27.5769,2477.66,61020,2.62932
[CSV]gluten,1,Embedder,100000,10,0.6,0.9,29.112,4948.76,137145,2.7429
[CSV]gluten,1,Embedder,215443,10,0.6,0.9,30.6471,19497,304868,2.83015
[CSV]gluten,1,Embedder,464158,10,0.6,0.9,32.1821,39121.1,570365,2.45763
[CSV]gluten,1,Embedder,1000000,10,0.6,0.9,33.7172,79006.1,1424633,2.84927
[CSV]gluten,1,Embedder,2154434,10,0.6,0.9,35.2522,158823,2896813,2.68916
[CSV]gluten,1,Embedder,10000,100,0.6,0.9,19.9017,141.239,57498,11.4996
[CSV]gluten,1,Embedder,10000,100,0.6,0.9,19.9017,142.796,60135,12.027
[CSV]gluten,1,Embedder,21544,100,0.6,0.9,21.4367,297.013,135617,12.5898
[CSV]gluten,1,Embedder,46415,100,0.6,0.9,22.9717,636.02,318422,13.7207
[CSV]gluten,1,Embedder,100000,100,0.6,0.9,24.5068,1331.69,764238,15.2848
[CSV]gluten,1,Embedder,215443,100,0.6,0.9,26.0419,2727.81,1638710,15.2125
[CSV]gluten,1,Embedder,464158,100,0.6,0.9,27.5769,5979.61,3927553,16.9233
[CSV]gluten,1,Embedder,1000000,100,0.6,0.9,29.112,13749,9539812,19.0796
[CSV]gluten,1,Embedder,21544,1000,0.6,0.9,16.8315,511.15,783156,72.7029
[CSV]gluten,1,Embedder,46415,1000,0.6,0.9,18.3666,1243.36,1892123,81.5307
[CSV]gluten,1,Embedder,100000,1000,0.6,0.9,19.9017,3073.28,4724138,94.4828
[CSV]gluten,1,Embedder,215443,1000,0.6,0.9,21.4367,7201.36,10888641,101.081
[CSV]gluten,1,Embedder,464158,1000,0.6,0.9,22.9718,17113.4,25446045,109.644
[CSV]gluten,1,Embedder,1000000,1000,0.6,0.9,24.5068,42106.5,60674811,121.35
[CSV]gluten,1,Embedder,10000,10,1,0.9,20.1124,111.786,16812,3.3624
[CSV]gluten,1,Embedder,10000,10,1,0.9,20.1124,111.18,16316,3.2632
[CSV]gluten,1,Embedder,21544,10,1,0.9,21.6474,230.011,36360,3.37542
[CSV]gluten,1,Embedder,46415,10,1,0.9,23.1825,462.582,78453,3.3805
[CSV]gluten,1,Embedder,100000,10,1,0.9,24.7176,902.776,168166,3.36332
[CSV]gluten,1,Embedder,215443,10,1,0.9,26.2526,1759.35,359518,3.33748
[CSV]gluten,1,Embedder,464158,10,1,0.9,27.7877,6032.49,760012,3.2748
[CSV]gluten,1,Embedder,1000000,10,1,0.9,29.3227,12725.9,1640143,3.28029
[CSV]gluten,1,Embedder,2154434,10,1,0.9,30.8578,26638.9,3556409,3.30148
[CSV]gluten,1,Embedder,4641588,10,1,0.9,32.3928,55204.5,7661454,3.30122
[CSV]gluten,1,Embedder,10000000,10,1,0.9,33.9279,115565,16605326,3.32107
[CSV]gluten,1,Embedder,10000,100,1,0.9,15.5072,73.7001,78171,15.6342
[CSV]gluten,1,Embedder,10000,100,1,0.9,15.5072,73.0654,77522,15.5044
